speaker,id,vowel,plt_vclass,word,t,F1,F2,F3
s01,6,AY,ay,MY,48.28000000000001,546.1870074259452,2112.463196490307,3431.4363487906107
s01,6,AY,ay,MY,48.285,531.6368257286757,2148.7965003105433,3442.8411303693993
s01,6,AY,ay,MY,48.290000000000006,528.1638386477912,2184.549449048038,3415.819204897163
s01,6,AY,ay,MY,48.29500000000001,526.9633399679394,2217.418534179482,3373.216962568404
s01,9,AY,ay0,LIFE,48.806,617.9781738787692,1379.720416208409,2549.384604194731
s01,9,AY,ay0,LIFE,48.813,655.1433677388884,1385.3994930013453,2527.496650991546
s01,9,AY,ay0,LIFE,48.821,697.6813587026363,1419.9757313476157,2542.329561917768
s01,9,AY,ay0,LIFE,48.829,716.6977192663186,1470.4805348979112,2540.5380482610367
s01,9,AY,ay0,LIFE,48.837,720.0389834172811,1528.8176208642028,2508.050037618945
s01,9,AY,ay0,LIFE,48.845,712.8203554635276,1580.6477317695246,2510.732025901508
s01,9,AY,ay0,LIFE,48.853,734.8729968228604,1658.283935701343,2481.876592217556
s01,9,AY,ay0,LIFE,48.861,742.0364532706469,1729.8008699334614,2363.1032909730125
s01,9,AY,ay0,LIFE,48.869,731.9010975463191,1781.4809640423491,2144.4135166532255
s01,9,AY,ay0,LIFE,48.877,716.8261142946325,1822.631322835232,2057.974346315778
s01,9,AY,ay0,LIFE,48.884,704.063482376292,1858.1648073627375,2104.537866718818
s01,9,AY,ay0,LIFE,48.892,713.949496405355,1916.9579122064415,2312.236193162021
s01,9,AY,ay0,LIFE,48.9,704.1753328533223,1995.9327610817293,2572.98488625746
s01,9,AY,ay0,LIFE,48.908,690.8954896548381,2073.7583886023085,2694.111923938351
s01,9,AY,ay0,LIFE,48.916,672.2548582324749,2139.6403767002366,2706.4099325366315
s01,9,AY,ay0,LIFE,48.924,657.3798388741317,2170.589160136762,2628.4435901680035
s01,9,AY,ay0,LIFE,48.932,640.3104314177442,2203.025703452046,2623.8772871861256
s01,9,AY,ay0,LIFE,48.94,623.7860883628877,2231.300656852576,2833.433137828006
s01,9,AY,ay0,LIFE,48.948,605.4039705688526,2265.310683151481,3043.9268666960375
s01,9,AY,ay0,LIFE,48.956,585.3493616586151,2272.609849956558,3179.6361387968764
s01,10,ER,*hr,THIRTY,49.14,591.5856509283807,1982.0148123351412,2825.240254836221
s01,10,ER,*hr,THIRTY,49.141,599.0660455092514,1977.2954111708325,2811.0224466316663
s01,10,ER,*hr,THIRTY,49.142,605.7499103210343,1972.296812080524,2796.1020671796155
s01,10,ER,*hr,THIRTY,49.143,611.0358277041479,1967.1544861255743,2781.6349772939943
s01,10,ER,*hr,THIRTY,49.145,617.6552523238086,1956.9923426260475,2753.6578084003136
s01,10,ER,*hr,THIRTY,49.146,619.7062201623896,1952.2659310209028,2739.993960335929
s01,10,ER,*hr,THIRTY,49.147,621.2026414230189,1947.990315778586,2726.464166427347
s01,10,ER,*hr,THIRTY,49.149,622.8871391603167,1941.267425180404,2699.5795677834453
s01,10,ER,*hr,THIRTY,49.15,623.1964111119897,1938.8673325233897,2686.1393415278303
s01,10,ER,*hr,THIRTY,49.151,623.2220164363523,1937.0388985213983,2672.7184458734764
s01,10,ER,*hr,THIRTY,49.153,622.6035909012386,1934.8659141723704,2646.6023760183684
s01,10,ER,*hr,THIRTY,49.154,622.0291753874536,1934.454296317369,2634.5646956330565
s01,10,ER,*hr,THIRTY,49.155,621.3133658047792,1934.4444515524715,2623.7355905255613
s01,10,ER,*hr,THIRTY,49.157,619.5488098433239,1935.408469340874,2606.186903625486
s01,10,ER,*hr,THIRTY,49.158,618.540270208774,1936.31741495427,2599.1990243620507
s01,10,ER,*hr,THIRTY,49.159,617.4650539678014,1937.514128106012,2593.1378507003774
s01,10,ER,*hr,THIRTY,49.161,615.1206793604366,1940.707012515766,2582.8096253490194
s01,10,ER,*hr,THIRTY,49.162,613.8204845957958,1942.675345090018,2578.1550295395364
s01,10,ER,*hr,THIRTY,49.163,612.3966609572088,1944.798228110466,2573.527800132795
s01,10,ER,*hr,THIRTY,49.165,609.0840145165712,1949.2035914823896,2563.7386861805353
s01,12,IH,iyr,YEARS,49.62,458.75504182282134,2805.051916377975,3318.3992333240667
s01,12,IH,iyr,YEARS,49.623,460.0323875214887,2794.300930103612,3295.5087502053425
s01,12,IH,iyr,YEARS,49.626999999999995,462.8935394348831,2780.24278050421,3262.8446072363095
s01,12,IH,iyr,YEARS,49.631,468.28441352250286,2756.2287916151477,3228.9526310367287
s01,12,IH,iyr,YEARS,49.635,476.20340549361595,2716.518429211985,3184.7180234454204
s01,12,IH,iyr,YEARS,49.639,484.96183487127234,2677.232859421964,3150.3613965689124
s01,12,IH,iyr,YEARS,49.643,492.5721348978466,2645.1478207294804,3132.104333516772
s01,12,IH,iyr,YEARS,49.647,502.5176102228695,2617.727808855836,3119.3957069966273
s01,12,IH,iyr,YEARS,49.651,514.6450994653233,2590.408906947452,3111.799120501537
s01,12,IH,iyr,YEARS,49.655,526.5026596816501,2565.211582608099,3106.076344390713
s01,12,IH,iyr,YEARS,49.659,538.7489162981299,2546.8059063275405,3100.8222401157095
s01,12,IH,iyr,YEARS,49.663,552.734165661464,2525.409536164912,3108.247972638625
s01,12,IH,iyr,YEARS,49.667,567.0894150534737,2502.35176814176,3142.9984747977637
s01,12,IH,iyr,YEARS,49.671,574.071359937503,2386.3992683459905,3107.8701197468363
s01,12,IH,iyr,YEARS,49.675,575.8460748307411,2243.537581498779,2990.531863551154
s01,12,IH,iyr,YEARS,49.678999999999995,577.4092020390834,2128.9715861913146,2866.1273547462984
s01,12,IH,iyr,YEARS,49.683,578.3900752356052,2067.010388127086,2737.1599755063407
s01,12,IH,iyr,YEARS,49.687,577.2966271375512,2033.8546033810392,2616.187477891334
s01,12,IH,iyr,YEARS,49.690999999999995,575.5476477814542,1984.141173039656,2475.6369816416995
s01,12,IH,iyr,YEARS,49.695,578.5841682023461,1990.7217344804824,2370.296255625945
s01,13,AH,uh,UM,50.252,696.7467131031672,1578.0059973496025,1931.0064306826432
s01,13,AH,uh,UM,50.262,666.7231431514542,1377.75559296597,1953.8476367600224
s01,13,AH,uh,UM,50.272000000000006,649.0131235581189,1357.0378574392637,2138.9793524184747
s01,13,AH,uh,UM,50.282,669.788236914779,1573.3986730300333,2269.211395625586
s01,13,AH,uh,UM,50.293000000000006,636.0144450980109,1635.759858147525,2169.0223423775456
s01,13,AH,uh,UM,50.303,612.2639937639843,1645.269674480007,2198.7944251272447
s01,13,AH,uh,UM,50.313,620.3049610927436,1601.382851665374,2392.643544760366
s01,13,AH,uh,UM,50.323,612.2386976567932,1594.376399805707,2434.992231400713
s01,13,AH,uh,UM,50.334,592.5825852022427,1613.6324354468543,2384.1634457588843
s01,13,AH,uh,UM,50.344,601.4173702400993,1608.7074846474743,2401.427845063291
s01,13,AH,uh,UM,50.354000000000006,609.010584173971,1575.7120245226893,2428.5472453344146
s01,13,AH,uh,UM,50.364,616.2931072989782,1559.0587880723242,2464.771552120874
s01,13,AH,uh,UM,50.375,639.0477323756123,1579.4103244741134,2509.7596441870182
s01,13,AH,uh,UM,50.385000000000005,617.0186276075633,1593.3708044733532,2524.6278045422355
s01,13,AH,uh,UM,50.395,583.7609589818801,1599.0404854287297,2539.376190993991
s01,13,AH,uh,UM,50.405,567.6575282336179,1587.8244165521933,2562.387468567076
s01,13,AH,uh,UM,50.416,581.1742117236572,1532.6470652825672,2598.193094186565
s01,13,AH,uh,UM,50.426,610.6816364182855,1504.7127305845293,2585.061119170996
s01,13,AH,uh,UM,50.436,620.6721631140857,1495.8771107733237,2590.230504363933
s01,13,AH,uh,UM,50.447,621.3871004927345,1474.3054060502327,2645.3744932971827
s01,15,EY,ey,RAISED,50.932,546.7774240743599,1575.0617297274512,2484.0430721520297
s01,15,EY,ey,RAISED,50.937000000000005,547.7993372898032,1671.4520821874726,2534.4536968567995
s01,15,EY,ey,RAISED,50.942,548.704732978002,1782.0722540847312,2567.961163527242
s01,15,EY,ey,RAISED,50.947,551.3776792250887,1857.35043814554,2553.8014645456738
s01,15,EY,ey,RAISED,50.952000000000005,552.9611019657989,1888.0064067941896,2616.272865555008
s01,15,EY,ey,RAISED,50.957,550.1024274868115,2036.8101413640209,2770.577545293658
s01,15,EY,ey,RAISED,50.962,545.2933885296272,2176.188436102323,2875.161807246963
s01,15,EY,ey,RAISED,50.967000000000006,543.5116076992093,2260.382961291936,2977.5059566274667
s01,15,EY,ey,RAISED,50.972,546.1569971522616,2327.932833697154,3128.1036398208093
s01,15,EY,ey,RAISED,50.977,553.3274977643116,2440.4385337232948,3236.1369906137365
s01,15,EY,ey,RAISED,50.982000000000006,560.6156701537703,2431.979002984047,3223.5682777104166
s01,15,EY,ey,RAISED,50.987,569.6259638821094,2432.949267205936,3214.057534680396
s01,15,EY,ey,RAISED,50.992,572.2263328370906,2445.510668934871,3228.070362707265
s01,15,EY,ey,RAISED,50.997,559.8505702652661,2468.627832080309,3238.0944823320874
s01,15,EY,ey,RAISED,51.002,531.246076992965,2489.377662131682,3218.233355300345
s01,15,EY,ey,RAISED,51.007000000000005,498.3936762414676,2499.7388636618625,3210.0066483563696
s01,15,EY,ey,RAISED,51.012,462.8962387738256,2508.0435784021756,3200.7602711743784
s01,15,EY,ey,RAISED,51.017,429.0387360458655,2508.162247231353,3173.61107129625
s01,15,EY,ey,RAISED,51.022000000000006,406.3195161683423,2494.4872238095018,3159.024294694212
s01,15,EY,ey,RAISED,51.027,393.0423712800628,2461.6289208452527,3168.214680174492
s01,17,EH,e,WEST,51.352,558.1195513211035,1304.3847739099565,3177.789189100024
s01,17,EH,e,WEST,51.354000000000006,562.5659360968336,1329.0882224332208,3153.4090861302116
s01,17,EH,e,WEST,51.357000000000006,569.1357342276771,1368.0057686033244,3141.243949774869
s01,17,EH,e,WEST,51.36000000000001,582.0713502654284,1415.7453656831638,3148.538968328908
s01,17,EH,e,WEST,51.36300000000001,601.0465576002952,1470.361603033224,3166.559120779715
s01,17,EH,e,WEST,51.36600000000001,619.1207807329818,1523.920065895389,3185.205533377441
s01,17,EH,e,WEST,51.36900000000001,633.3379953722016,1572.929001081714,3198.148329932011
s01,17,EH,e,WEST,51.37200000000001,644.123924030904,1616.539582012324,3206.2791284440696
s01,17,EH,e,WEST,51.37500000000001,655.2516633590513,1656.511172707617,3210.344229915333
s01,17,EH,e,WEST,51.37800000000001,672.0051697459025,1697.4088116134471,3212.8830587335196
s01,17,EH,e,WEST,51.38100000000001,692.3220029885895,1739.2503152145773,3220.6400889610622
s01,17,EH,e,WEST,51.38400000000001,710.3173422577988,1780.6217657331529,3230.083495407575
s01,17,EH,e,WEST,51.38700000000001,721.4409855846327,1822.066649293263,3232.4004676392697
s01,17,EH,e,WEST,51.39000000000001,728.5040842204851,1860.2293090139365,3229.876792232133
s01,17,EH,e,WEST,51.39300000000001,735.6739810866197,1894.8321933645188,3231.1827401857313
s01,17,EH,e,WEST,51.39600000000001,743.0115689241389,1927.325096836592,3238.208088072677
s01,17,EH,e,WEST,51.39900000000001,747.9531296393601,1955.7075053497117,3247.9805902054704
s01,17,EH,e,WEST,51.40200000000001,747.2764480910889,1978.7900180655467,3256.058825449448
s01,17,EH,e,WEST,51.40500000000001,740.8772510946636,1999.2962469138356,3258.9027272851963
s01,17,EH,e,WEST,51.40800000000001,729.4369665271579,2015.385252355815,3258.409993114147
s01,18,AY,ay,SIDE,51.557,1482.0935860186255,2924.61918437018,4437.305851542413
s01,18,AY,ay,SIDE,51.561,1250.501102118974,2680.103284130648,4171.731502747898
s01,18,AY,ay,SIDE,51.566,985.1943342475296,2373.3890688546226,3858.756048283388
s01,18,AY,ay,SIDE,51.571000000000005,746.6256840825688,2054.956349823723,3558.319444300731
s01,18,AY,ay,SIDE,51.575,579.6522387700683,1802.9090216668144,3319.4457880287036
s01,18,AY,ay,SIDE,51.580000000000005,612.7951445071859,1738.278899804452,3247.5488319926035
s01,18,AY,ay,SIDE,51.585,675.2073604942441,1729.537417811992,3228.224685387096
s01,18,AY,ay,SIDE,51.59,723.8593666653351,1719.9551891867895,3205.147445330805
s01,18,AY,ay,SIDE,51.594,752.0286682910182,1721.512362227659,3183.8363814660024
s01,18,AY,ay,SIDE,51.599,766.860375819789,1726.4944238406667,3143.425362324281
s01,18,AY,ay,SIDE,51.604000000000006,769.1261835764084,1726.3038623817351,3093.7268157253607
s01,18,AY,ay,SIDE,51.609,774.3681308237274,1728.7671769256294,3055.215315267188
s01,18,AY,ay,SIDE,51.61300000000001,784.1555433394511,1735.6113831245095,3026.960293878208
s01,18,AY,ay,SIDE,51.618,791.6879689922281,1749.007261915903,2983.17133383707
s01,18,AY,ay,SIDE,51.623000000000005,791.8114700451101,1767.0315009553422,2964.359314396631
s01,18,AY,ay,SIDE,51.628,791.1685881925697,1791.013547355565,2984.687425508126
s01,18,AY,ay,SIDE,51.632000000000005,787.5716599498949,1810.801768730303,3002.5350054406667
s01,18,AY,ay,SIDE,51.637,771.9419798629002,1835.478299273496,3025.793975391622
s01,18,AY,ay,SIDE,51.642,748.8537248075841,1856.8579163988752,3077.711484216977
s01,18,AY,ay,SIDE,51.647000000000006,732.0551305490249,1874.8676920958949,3131.4431596223794
s01,20,AH,uh,COLUMBUS,52.032,686.6557060902759,1378.758107381647,3335.8838950407544
s01,20,AH,uh,COLUMBUS,52.033,684.4617495359587,1377.8175396239028,3335.40922245825
s01,20,AH,uh,COLUMBUS,52.034000000000006,682.4074309234853,1376.534069120518,3334.5157741677504
s01,20,AH,uh,COLUMBUS,52.035,680.486764408343,1375.063709256758,3333.0481037647887
s01,20,AH,uh,COLUMBUS,52.037000000000006,676.8953643519338,1372.1557584300008,3327.9557070927294
s01,20,AH,uh,COLUMBUS,52.038,675.0988478974025,1370.9675295428035,3324.2942995354383
s01,20,AH,uh,COLUMBUS,52.039,673.1967936241008,1370.055517330385,3319.9718532163974
s01,20,AH,uh,COLUMBUS,52.041,668.7582754363661,1368.9325629369444,3309.3608669148875
s01,20,AH,uh,COLUMBUS,52.042,666.1057896731385,1368.4485761166286,3302.651567868454
s01,20,AH,uh,COLUMBUS,52.043000000000006,663.148590236799,1367.7280514875506,3294.472508646726
s01,20,AH,uh,COLUMBUS,52.045,656.5636605627035,1364.5676258565445,3272.510093769166
s01,20,AH,uh,COLUMBUS,52.04600000000001,653.1459906409492,1361.635709767636,3258.893976483292
s01,20,AH,uh,COLUMBUS,52.047,649.7966928114353,1357.5373048846948,3244.3734904941534
s01,20,AH,uh,COLUMBUS,52.04900000000001,643.609263661528,1345.6199347367624,3217.0074393043988
s01,20,AH,uh,COLUMBUS,52.05,640.8269067345091,1337.876392708929,3205.189330451092
s01,20,AH,uh,COLUMBUS,52.051,638.2061048365476,1328.8856621868192,3194.1726308212264
s01,20,AH,uh,COLUMBUS,52.053,631.5261018116919,1306.3444812670234,3173.938056334015
s01,20,AH,uh,COLUMBUS,52.054,619.7771788215048,1292.5916801673582,3165.461812663524
s01,20,AH,uh,COLUMBUS,52.05500000000001,633.4313486536475,1365.4477091594626,3208.854458538952
s01,20,AH,uh,COLUMBUS,52.057,657.1810996924174,1484.3351657812316,3198.1790273534225
s01,22,AH,uh,UM,53.277,752.8994156602921,1277.3660222686958,1786.7490789019416
s01,22,AH,uh,UM,53.291,731.7754899604796,1370.6386160716395,1974.2237921251692
s01,22,AH,uh,UM,53.306,702.7143881584391,1471.793406626144,1951.8248226562607
s01,22,AH,uh,UM,53.32,633.3532058676392,1307.7335235339938,1797.3092029517318
s01,22,AH,uh,UM,53.335,640.4599423351334,1498.9092559438132,2096.718149010682
s01,22,AH,uh,UM,53.349,641.8247507850143,1584.6153009842642,2301.2388684941175
s01,22,AH,uh,UM,53.364,621.6230547223977,1604.46288677549,2468.4287415482777
s01,22,AH,uh,UM,53.378,588.8145304445759,1577.771011083017,2558.5055069669093
s01,22,AH,uh,UM,53.393,601.7563227446261,1585.0846045991495,2609.415054996837
s01,22,AH,uh,UM,53.407,618.650706347772,1614.6040547605696,2473.2598848890502
s01,22,AH,uh,UM,53.422,567.1293218745836,1547.32119215485,2281.5737628556044
s01,22,AH,uh,UM,53.436,564.9556940336328,1601.0118086080745,2434.631911263309
s01,22,AH,uh,UM,53.451,550.7581545636837,1507.8751124062308,2072.8573074972915
s01,22,AH,uh,UM,53.465,560.41338631738,1465.0534359802305,2278.6623329871486
s01,22,AH,uh,UM,53.48,598.7293280096343,1559.3701107653906,2606.1061568671885
s01,22,AH,uh,UM,53.494,622.2341670315587,1524.251812018991,2598.1251255575144
s01,22,AH,uh,UM,53.509,608.9989584648965,1509.242871362425,2544.9256660929286
s01,22,AH,uh,UM,53.523,612.2676701268615,1529.400329121483,2612.0163300784047
s01,22,AH,uh,UM,53.538,631.2162311990888,1525.6168307405571,2636.824965713575
s01,22,AH,uh,UM,53.553,649.5474608669746,1505.552183328379,2630.5063882798927
s01,23,AH,uh,UM,56.61,868.6695524774123,1773.831309494521,3006.791274724941
s01,23,AH,uh,UM,56.619,898.0019723844405,1788.934597121426,3234.2532633842384
s01,23,AH,uh,UM,56.628,865.9985298828099,1770.0780299665782,3252.45757162804
s01,23,AH,uh,UM,56.637,811.3392979491268,1760.4621617785783,3280.8555513348533
s01,23,AH,uh,UM,56.646,771.808195133126,1736.0932965829252,3294.3178773261116
s01,23,AH,uh,UM,56.656,789.0191381483165,1720.192005782129,3275.4887507428457
s01,23,AH,uh,UM,56.665,779.8938875225112,1720.9627215952871,3275.1198763203192
s01,23,AH,uh,UM,56.674,773.3761807923005,1742.0310035679636,3312.4850126211154
s01,23,AH,uh,UM,56.683,781.9028766206677,1732.8918777499316,3355.108529192555
s01,23,AH,uh,UM,56.692,826.9135807889289,1701.192647023004,3366.894033537941
s01,23,AH,uh,UM,56.703,826.9692940648279,1648.1644106050644,3362.880817350877
s01,23,AH,uh,UM,56.711,788.669848869368,1637.1048893837597,3382.2567334175146
s01,23,AH,uh,UM,56.72,743.8700946383162,1648.3568177628083,3445.021273434125
s01,23,AH,uh,UM,56.729,728.7709268947503,1671.4616257176333,3554.773657384882
s01,23,AH,uh,UM,56.738,735.5261246031732,1681.8896281696425,3571.473855620456
s01,23,AH,uh,UM,56.749,715.562729808728,1664.8742497911292,3500.5645708819065
s01,23,AH,uh,UM,56.757,715.1397749855347,1632.1965389709856,3360.8991218509345
s01,23,AH,uh,UM,56.767,700.1998468507953,1592.810965886761,3211.190649404694
s01,23,AH,uh,UM,56.775,665.0239460107539,1502.3660941745602,3080.2153385237384
s01,23,AH,uh,UM,56.785,619.7444133868296,1377.280378243188,2975.0195329439016
s01,24,AY,ay,I'M,56.935,1088.461219255295,2395.290631105081,3835.643148139842
s01,24,AY,ay,I'M,56.942,913.804139210916,2101.3150581393397,3587.541126801478
s01,24,AY,ay,I'M,56.95,772.5511978024094,1730.4992293651617,3276.700053618525
s01,24,AY,ay,I'M,56.958000000000006,871.6308288253422,1682.7997863705366,3115.667183724492
